dzr_sng_id,MSD_sng_id,MSD_track_id,valence,arousal,artist_name,track_name,Lyrics
213754,SORORTY12A67ADD67E,TRJIEJX12903CF2202,-0.6827250804970001,0.316757791845,Dark Tranquillity,Insanity's Crescendo,"Gently hold our hands
Gently hold our heads on high

Aimless time in fear new hide
Overthrow the plan
Confusion lies in all my words
Mad is the soul

We barricade ourselves in holes of temperament
This is the dawning of a new age
A heart that beats the wrong way
Insanity's crescendo

Windcolour, second sight
A touch of silence and the violence of dark
Illusion span, the aroma of time
Shadowlife and the scent of nothingness

Infinite fall of instinct
Order of one spells deceit
Infinite lack of trust
Order of one obsolete

Oh escaping time is all we lost ahead?
...

******* This Lyrics is NOT for Commercial use *******
(1409621065547)"
216752,SOVJXGK12A8AE4760C,TRLBHVY128F4242C31,-1.4004026756299999,1.5382289488299998,Anorexia Nervosa,Stabat mater dolorosa,"We are the Sun
We are the dead stars
We are the black sky
Invading your room
We are the candle
The only light
We are the machines of the past
Forever victims and murderers of your joy

We are Death
The ancient knowledge
The source of origin
The red and white sacred hatred
Enthroned, materialized
The wrath of heaven and hell united in one
Worship us, be faithful
Beautiful great and cursed

Vexilla regis prodeunt, fulget crucis mysterium
Vexilla regis prodeunt inferni

We are the...
Mother of suffering
Bringer of virtue
...

******* This Lyrics is NOT for Commercial use *******
(1409621065547)"
239138,SOACXLC12AB018218D,TRQJZHB128F92FA42D,-1.9352498567900003,-0.655809808621,Jimmy Witherspoon,Ain't Nobody's Business,
254391,SOUTMGD12A8AE47448,TRCXLKK128F42366BF,0.815392789182,0.662457175897,Uniting Nations,Out Of Touch,"You're out of touch
I'm out of time
But I'm out of my head when you're not around
You're out of touch
I'm out of time
But I'm out of my head when you're not around

You're out of touch
You're out of touch
You're out of touch
You're out of touch
You're out of touch...

You're out of touch
I'm out of time
But I'm out of my head when you're not around
...

******* This Lyrics is NOT for Commercial use *******
(1409621065547)"
266313,SOTITAA12A6D4F8DA4,TRPMWQM128F932C0C8,1.2574603572799998,1.086515087,The Walkmen,Brandy alexander,"You finally close the door
You've left open wide
Lock it from the inside
You lay me down and count me out

Watch out, it's all on you
There's worse ways to see it, baby
Set fire and watch it burning
Come here, sit next me
...

******* This Lyrics is NOT for Commercial use *******
(1409621065547)"
283306,SOCSRIF12AB018E4FC,TRABHPA12903CEC222,0.37332522108000005,-0.9231506656209999,Duke Ellington,Caravan,"随分先に行ってしまった 光の下のキャラバン
トンネルに残響 塞いだ耳 自分嫌いな自分が好き
知らない顔で 知っている事 悟られないためのお勉強
綺麗な言葉を 信じない様にして
満たされるのは とても普通の事
叫びは不要 ただ言えば良い 面倒臭がる君が面倒
知っている様で 知らない事 知識だけで知恵が無い事
感動にシビアな訳じゃない 感情に脂肪が付いただけ
...

******* This Lyrics is NOT for Commercial use *******
(1409621065547)"
286183,SOCABAW12A8C135475,TRQQTKT128F426E347,1.3093077881100001,1.48291704738,Art Tatum,Tea For Two,
301623,SORMYFP12D0219003E,TRDLPSL128F92FA016,1.0719011311700002,0.8468301807240001,Ella Fitzgerald,Lullaby Of Birdland,"Lullaby by birdland that's what I
Always hear, when you sigh,
Never in my wordland could there be words to reveal
In a phrase how I feel

Have you ever heard two turtle doves
Bill and coo, when they love?
That's the kind of magic music we made with our lips
When we kiss

And there's a weepy old willow
He really knows how to cry
...

******* This Lyrics is NOT for Commercial use *******
(1409621065547)"
327203,SOOCXOM12AB018B8FF,TRQYIXF12903CA2DF3,-1.05657234488,0.736206377828,cLOUDDEAD,Pop Song,"It's the wood man and his splintering self.
It's the wooden woman and her hollowing out

Sickly Micky Mouse.
Skinny Minnie Mouse.

Elvis, what happened?

Pop Sickle note: The lable stapled a speaker
To the back of a sheep's throat.
Tongue depressor with the width
...

******* This Lyrics is NOT for Commercial use *******
(1409621065547)"
327207,SOOVKPF12AB018B916,TRTDTXN12903CA2DF9,-1.04838590843,0.335195092328,cLOUDDEAD,Son Of A Gun,"Dying men keep rifles in cello cases,
Known with a beer as the deer eraser.
They dress their boys in bright orange
And leave their daughters at home,
Stripping meat, stretching skin for their musical men.

The makers of guns will never go hungry.
The makers of guns will never fill up.
May their children always play murder weapon since stick.

...

******* This Lyrics is NOT for Commercial use *******
(1409621065547)"
364962,SOITJIQ12A8C13A291,TRPFENS128F92DF6C6,1.5412568207600001,1.70416465317,Boney M,Rasputin,"Hey, hey, hey, hey, hey, hey, hey, hey
Hey, hey, hey, hey, hey, hey, hey, hey
Hey, hey, hey, hey, hey, hey, hey, hey
Hey, hey, hey, hey, hey, hey, hey, hey

There lived a certain man, in Russia long ago
He was big and strong, in his eyes a flaming glow
Most people looked at him with terror and with fear
But to Moscow chicks he was such a lovely dear

He could preach the Bible like a preacher
Full of ecstasy and fire
But he also was the kind of teacher
Women would desire

Ra-ra, Rasputin
Lover of the Russian queen
There was a cat that really was gone
Ra ra Rasputin
...

******* This Lyrics is NOT for Commercial use *******
(1409621065547)"
365070,SOLBFZJ12A8C1445B8,TRBQSQG12903CBD7D3,-0.981530010788,0.62097324981,Leona Lewis,Better in time,"Oooh oooh
Hmmmmh

It's been the longest winter without you
I didn't know where to turn to
See somehow I can't forget you
After all that we've been through

Going coming thought I heard a knock
Who's there no one
Thinking that I deserve it
Now I realize that I really didn't know

If you didn't notice you mean everything
Quickly I'm learning to love again
All I know is Imma be OK

Thought I couldn't live without you
It's gonna hurt when it heals too (Oh yeah)
It'll all get better in time
...

******* This Lyrics is NOT for Commercial use *******
(1409621065547)"
